ReleaseDate,SetID,SetName,SetSize,Common,Uncommon,Rare,Rare1,Rare2,Rare3,Rare4,Rare5,Rare6,Top10R,Top20-30R,Generation,HigherRarityPullRate,DSR,Date,Condition,QTY,Price
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,1,90.91
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,1,104.74
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,1,104.74
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,1,104.74
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,1,104.74
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,1,100
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,2,104.74
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,1,100
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,1,100
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,1,100
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,1,103.64
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,1,104.74
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,1,103.64
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,1,103.64
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,1,103.64
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,4,93.64
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,1,93.64
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,1,103.64
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,4,93.64
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,1,93.64
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,1,103.64
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,3,93.64
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,3,103.64
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,3,103.64
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,4,93.64
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,1,103.64
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,1,105.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,1,103.64
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,1,103.64
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,224,3/22/2024,Unopened,1,93.64
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,223,3/21/2024,Unopened,1,100
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,223,3/21/2024,Unopened,1,89
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,223,3/21/2024,Unopened,1,106.46
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,223,3/21/2024,Unopened,1,90.25
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,222,3/20/2024,Unopened,1,105.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,222,3/20/2024,Unopened,3,105.24
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,222,3/20/2024,Unopened,1,105.24
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,222,3/20/2024,Unopened,1,105.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,222,3/20/2024,Unopened,2,105.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,221,3/19/2024,Unopened,1,105.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,221,3/19/2024,Unopened,1,105.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,221,3/19/2024,Unopened,1,105.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,220,3/18/2024,Unopened,1,105.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,220,3/18/2024,Unopened,1,91.96
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,220,3/18/2024,Unopened,1,106.93
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,220,3/18/2024,Unopened,1,91.96
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,219,3/17/2024,Unopened,1,57.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,219,3/17/2024,Unopened,1,106.93
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,218,3/16/2024,Unopened,1,106.94
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,218,3/16/2024,Unopened,1,12.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,218,3/16/2024,Unopened,1,106.94
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,218,3/16/2024,Unopened,1,106.95
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,218,3/16/2024,Unopened,1,100.94
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,217,3/15/2024,Unopened,1,106.95
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,217,3/15/2024,Unopened,1,106.94
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,217,3/15/2024,Unopened,1,106.94
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,217,3/15/2024,Unopened,1,94.95
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,217,3/15/2024,Unopened,1,106.95
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,216,3/14/2024,Unopened,1,106.95
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,216,3/14/2024,Unopened,1,106.95
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,216,3/14/2024,Unopened,1,94.95
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,216,3/14/2024,Unopened,1,106.94
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,216,3/14/2024,Unopened,1,106.98
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,215,3/13/2024,Unopened,4,106.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,215,3/13/2024,Unopened,1,107
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,215,3/13/2024,Unopened,1,107
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,214,3/12/2024,Unopened,1,107
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,214,3/12/2024,Unopened,1,107
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,214,3/12/2024,Unopened,1,107
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,214,3/12/2024,Unopened,2,107
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,214,3/12/2024,Unopened,1,107.09
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,214,3/12/2024,Unopened,1,107.09
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,214,3/12/2024,Unopened,1,99.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,213,3/11/2024,Unopened,1,94.95
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,213,3/11/2024,Unopened,1,107.09
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,213,3/11/2024,Unopened,1,107.09
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,213,3/11/2024,Unopened,1,107.09
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,213,3/11/2024,Unopened,1,107.09
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,213,3/11/2024,Unopened,1,93.44
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,213,3/11/2024,Unopened,1,107.09
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,212,3/10/2024,Unopened,1,107.09
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,212,3/10/2024,Unopened,1,107.09
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,212,3/10/2024,Unopened,1,103.42
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,212,3/10/2024,Unopened,1,103.42
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,211,3/9/2024,Unopened,3,108.42
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,211,3/9/2024,Unopened,1,108.43
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,210,3/8/2024,Unopened,1,108.43
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,210,3/8/2024,Unopened,1,108.43
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,210,3/8/2024,Unopened,1,108.43
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,209,3/7/2024,Unopened,1,108.43
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,209,3/7/2024,Unopened,1,108.43
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,209,3/7/2024,Unopened,1,108.43
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,209,3/7/2024,Unopened,1,108.43
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,209,3/7/2024,Unopened,1,108.43
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,209,3/7/2024,Unopened,1,108.43
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,209,3/7/2024,Unopened,1,108.43
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,209,3/7/2024,Unopened,1,108.43
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,208,3/6/2024,Unopened,1,93.44
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,208,3/6/2024,Unopened,1,108.43
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,208,3/6/2024,Unopened,1,104.95
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,208,3/6/2024,Unopened,1,108.43
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,207,3/5/2024,Unopened,1,108.43
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,207,3/5/2024,Unopened,2,12.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,206,3/4/2024,Unopened,1,108.43
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,206,3/4/2024,Unopened,1,108.22
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,205,3/3/2024,Unopened,1,103.45
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,205,3/3/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,205,3/3/2024,Unopened,1,99.95
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,205,3/3/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,205,3/3/2024,Unopened,1,103.45
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,204,3/2/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,204,3/2/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,204,3/2/2024,Unopened,1,108.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,204,3/2/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,204,3/2/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,203,3/1/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,203,3/1/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,203,3/1/2024,Unopened,1,109.36
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,203,3/1/2024,Unopened,1,102.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,203,3/1/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,202,2/29/2024,Unopened,1,106.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,202,2/29/2024,Unopened,1,106.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,202,2/29/2024,Unopened,2,106.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,202,2/29/2024,Unopened,1,106.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,202,2/29/2024,Unopened,1,106.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,202,2/29/2024,Unopened,1,106.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,201,2/28/2024,Unopened,2,106.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,201,2/28/2024,Unopened,1,102.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,201,2/28/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,201,2/28/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,201,2/28/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,200,2/27/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,200,2/27/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,200,2/27/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,200,2/27/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,200,2/27/2024,Unopened,1,108.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,200,2/27/2024,Unopened,1,108
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,200,2/27/2024,Unopened,1,108
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,200,2/27/2024,Unopened,1,108
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,199,2/26/2024,Unopened,1,108
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,198,2/25/2024,Unopened,1,108.4
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,198,2/25/2024,Unopened,1,108.4
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,198,2/25/2024,Unopened,1,108.4
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,197,2/24/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,197,2/24/2024,Unopened,1,108.4
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,197,2/24/2024,Unopened,4,108.4
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,197,2/24/2024,Unopened,1,108.4
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,197,2/24/2024,Unopened,1,108.4
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,197,2/24/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,196,2/23/2024,Unopened,1,108.4
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,196,2/23/2024,Unopened,5,96.95
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,196,2/23/2024,Unopened,1,108.4
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,196,2/23/2024,Unopened,1,108.4
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,196,2/23/2024,Unopened,1,108.4
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,196,2/23/2024,Unopened,1,105
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,196,2/23/2024,Unopened,1,105
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,195,2/22/2024,Unopened,1,104.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,195,2/22/2024,Unopened,1,99.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,195,2/22/2024,Unopened,2,108.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,195,2/22/2024,Unopened,4,101.98
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,195,2/22/2024,Unopened,1,101.98
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,194,2/21/2024,Unopened,1,104.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,194,2/21/2024,Unopened,1,96.98
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,194,2/21/2024,Unopened,2,96.98
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,194,2/21/2024,Unopened,1,96.98
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,194,2/21/2024,Unopened,1,96.98
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,193,2/20/2024,Unopened,1,96.98
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,193,2/20/2024,Unopened,2,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,193,2/20/2024,Unopened,1,92.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,192,2/19/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,191,2/18/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,191,2/18/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,191,2/18/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,191,2/18/2024,Unopened,1,96.39
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,191,2/18/2024,Unopened,1,96.39
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,191,2/18/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,191,2/18/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,190,2/17/2024,Unopened,1,96.39
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,190,2/17/2024,Unopened,1,96.39
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,190,2/17/2024,Unopened,1,97.39
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,190,2/17/2024,Unopened,1,69.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,189,2/16/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,189,2/16/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,189,2/16/2024,Unopened,1,107
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,189,2/16/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,189,2/16/2024,Unopened,1,93
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,189,2/16/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,188,2/15/2024,Unopened,1,108.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,188,2/15/2024,Unopened,1,107.95
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,188,2/15/2024,Unopened,1,93
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,188,2/15/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,188,2/15/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,188,2/15/2024,Unopened,2,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,188,2/15/2024,Unopened,3,18.99
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,188,2/15/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,188,2/15/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,187,2/14/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,187,2/14/2024,Unopened,1,108.49
8/11/2023,SV03,Obsidian Flames,230,92,74,10,21,12,12,6,3,0,2,1,12,0.03,187,2/14/2024,Unopened,1,111.11
