CAMPUS,CAMPNAME,DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,CAMP_ALLD,CAMP_ALLR_GRAD,CAMP_HSD,CAMP_HSR_GRAD,CAMP_ECND,CAMP_ECNN_GRAD,CAMP_NECND,CAMP_NECNN_GRAD,REGION_TYPE,PREPATORY
091903002,Pathways H S,091903,Denison ISD,091,Grayson County,10,Richardson,59,76,16,75,39,29,20,16,1,1
091905001,Howe H S,091905,Howe ISD,091,Grayson County,10,Richardson,72,99,8,88,21,21,51,50,1,1
091906002,Sherman H S,091906,Sherman ISD,091,Grayson County,10,Richardson,379,94,154,94,234,218,145,138,1,1
091906037,Jefferson Learning Ctr,091906,Sherman ISD,091,Grayson County,10,Richardson,52,71,17,47,45,34,7,3,1,1
091907101,Tioga School,091907,Tioga ISD,091,Grayson County,10,Richardson,41,95,0,100,17,17,24,22,1,1
091908001,Van Alstyne H S,091908,Van Alstyne ISD,091,Grayson County,10,Richardson,106,98,19,100,28,27,78,77,1,1
091909001,Whitesboro H S,091909,Whitesboro ISD,091,Grayson County,10,Richardson,101,98,14,100,31,30,70,69,1,1
091910001,Whitewright H S,091910,Whitewright ISD,091,Grayson County,10,Richardson,59,90,6,100,14,10,45,43,1,1
091913001,Pottsboro H S,091913,Pottsboro ISD,091,Grayson County,10,Richardson,102,100,7,100,23,23,79,79,1,1
091914001,S And S Cons H S,091914,S And S CISD,091,Grayson County,10,Richardson,66,97,7,100,24,22,42,42,1,1
091917001,Gunter H S,091917,Gunter ISD,091,Grayson County,10,Richardson,64,100,13,100,13,13,51,51,1,1
091918001,Tom Bean H S,091918,Tom Bean ISD,091,Grayson County,10,Richardson,49,96,5,100,20,20,29,27,1,1
092801001,Dan Chadwick Campus,092801,East Texas Charter Schools,092,Gregg County,07,Kilgore,37,87,0,100,15,11,22,21,1,1
092901001,Gladewater H S,092901,Gladewater ISD,092,Gregg County,07,Kilgore,104,91,23,91,71,64,33,31,1,1
092902002,Kilgore H S,092902,Kilgore ISD,092,Gregg County,07,Kilgore,271,92,106,91,143,125,128,125,1,1
092903001,Longview H S,092903,Longview ISD,092,Gregg County,07,Kilgore,474,99,197,99,294,291,180,180,1,1
092903004,Lead Academy H S,092903,Longview ISD,092,Gregg County,07,Kilgore,140,92,50,94,91,85,49,44,1,1
092904001,Pine Tree H S,092904,Pine Tree ISD,092,Gregg County,07,Kilgore,303,98,96,99,182,178,121,120,1,1
092906002,Sabine H S,092906,Sabine ISD,092,Gregg County,07,Kilgore,109,97,27,96,45,43,64,63,1,1
092907001,Spring Hill H S,092907,Spring Hill ISD,092,Gregg County,07,Kilgore,117,98,17,100,39,37,78,78,1,1
092908001,White Oak H S,092908,White Oak ISD,092,Gregg County,07,Kilgore,86,99,9,100,27,27,59,58,1,1
093901001,Anderson-Shiro Jr/Sr H S,093901,Anderson-Shiro CISD,093,Grimes County,06,Huntsville,73,100,9,100,23,23,50,50,1,1
093903001,Iola H S,093903,Iola ISD,093,Grimes County,06,Huntsville,32,97,7,100,6,5,26,26,1,1
093904002,Navasota H S,093904,Navasota ISD,093,Grimes County,06,Huntsville,170,97,95,99,116,112,54,52,1,1
093904005,W B Bizzell Academy,093904,Navasota ISD,093,Grimes County,06,Huntsville,25,64,12,50,19,13,6,3,1,1
093905001,Richards H S,093905,Richards ISD,093,Grimes County,06,Huntsville,17,94,0,0,0,0,0,0,1,1
094901001,Seguin H S,094901,Seguin ISD,094,Guadalupe County,20,San Antonio,381,94,258,93,201,187,180,172,2,1
094901002,Mercer & Blumberg Lrn Ctr,094901,Seguin ISD,094,Guadalupe County,20,San Antonio,67,96,54,94,43,41,24,23,2,1
094901112,Juvenile Detention Center,094901,Seguin ISD,094,Guadalupe County,20,San Antonio,27,0,13,0,0,0,0,0,2,1
094902001,Samuel Clemens H S,094902,Schertz-Cibolo-U City ISD,094,Guadalupe County,20,San Antonio,580,95,232,94,109,94,471,457,2,1
094902002,Allison L Steele E L C,094902,Schertz-Cibolo-U City ISD,094,Guadalupe County,20,San Antonio,156,89,70,84,62,55,94,83,2,1
094902003,Byron P Steele II H S,094902,Schertz-Cibolo-U City ISD,094,Guadalupe County,20,San Antonio,629,97,246,98,102,96,527,516,2,1
094903001,Navarro H S,094903,Navarro ISD,094,Guadalupe County,20,San Antonio,140,99,61,100,31,31,109,108,2,1
094904001,Marion H S,094904,Marion ISD,094,Guadalupe County,20,San Antonio,91,99,39,97,29,28,62,62,2,1
095901001,Abernathy H S,095901,Abernathy ISD,095,Hale County,17,Lubbock,63,97,41,95,22,21,41,40,1,1
095902001,Cotton Center School,095902,Cotton Center ISD,095,Hale County,17,Lubbock,6,100,0,0,0,0,0,0,1,1
095903001,Hale Center H S,095903,Hale Center ISD,095,Hale County,17,Lubbock,42,95,28,93,30,28,12,12,1,1
095904001,Petersburg School,095904,Petersburg ISD,095,Hale County,17,Lubbock,15,100,10,100,0,0,0,0,1,1
095905001,Plainview H S,095905,Plainview ISD,095,Hale County,17,Lubbock,359,94,284,93,266,247,93,89,1,1
096904001,Memphis H S,096904,Memphis ISD,096,Hall County,16,Amarillo,29,100,19,100,19,19,10,10,1,1
096905001,Valley School,096905,Turkey-Quitaque ISD,096,Hall County,16,Amarillo,20,100,10,100,10,10,10,10,1,1
097902001,Hamilton H S,097902,Hamilton ISD,097,Hamilton County,12,Waco,67,99,13,100,27,27,40,39,1,1
097903001,Hico H S,097903,Hico ISD,097,Hamilton County,12,Waco,29,100,9,100,14,14,15,15,1,1
098901001,Gruver H S,098901,Gruver ISD,098,Hansford County,16,Amarillo,38,95,22,91,19,17,19,19,1,1
098904001,Spearman H S,098904,Spearman ISD,098,Hansford County,16,Amarillo,54,100,36,100,30,30,24,24,1,1
099902001,Chillicothe School,099902,Chillicothe ISD,099,Hardeman County,09,Wichita Falls,13,92,7,86,8,7,5,5,1,1
099903001,Quanah H S,099903,Quanah ISD,099,Hardeman County,09,Wichita Falls,32,97,9,100,23,22,9,9,1,1
100903002,Kountze H S,100903,Kountze ISD,100,Hardin County,05,Beaumont,74,88,5,100,29,25,45,40,1,1
100904001,Silsbee H S,100904,Silsbee ISD,100,Hardin County,05,Beaumont,181,98,15,100,83,80,98,97,1,1
100905001,Hardin-Jefferson H S,100905,Hardin-Jefferson ISD,100,Hardin County,05,Beaumont,143,97,12,83,35,31,108,108,1,1
100907001,Lumberton H S,100907,Lumberton ISD,100,Hardin County,05,Beaumont,299,97,36,97,84,75,215,214,1,1
100908001,West Hardin H S,100908,West Hardin County CISD,100,Hardin County,05,Beaumont,34,97,0,NA,20,19,14,14,1,1
101803001,Aristoi Classical Upper School,101803,Aristoi Classical Academy,101,Harris County,04,Houston,25,80,8,88,9,7,16,13,2,1
101804001,George I Sanchez Charter,101804,George I Sanchez Charter,101,Harris County,04,Houston,109,84,0,84,99,87,10,5,2,1
101806001,Early College T-STEM Academy,101806,Raul Yzaguirre Schools For Success,101,Harris County,04,Houston,51,92,51,92,0,0,0,0,2,1
101811001,Harris County Juvenile Detention C,101811,Excel Academy,101,Harris County,04,Houston,0,0,0,NA,0,0,0,0,2,1
101811006,Leadership Academy,101811,Excel Academy,101,Harris County,04,Houston,0,0,0,NA,0,0,0,0,2,1
101811008,Excel Academy Education Transition,101811,Excel Academy,101,Harris County,04,Houston,76,0,0,0,76,0,0,0,2,1
101821001,Houston Heights Charter School,101821,Houston Heights H S,101,Harris County,04,Houston,92,74,72,71,68,48,24,20,2,1
101828001,Houston Gateway Academy-Coral Camp,101828,Houston Gateway Academy Inc,101,Harris County,04,Houston,81,96,81,96,67,66,14,12,2,1
101837001,Calvin Nelms H S,101837,Calvin Nelms Charter Schools,101,Harris County,04,Houston,42,100,31,100,12,12,30,30,2,1
101838001,Empowerment H S,101838,Southwest School,101,Harris County,04,Houston,92,80,0,80,82,68,10,6,2,1
101838004,Phoenix School At Southwest School,101838,Southwest School,101,Harris County,04,Houston,23,26,0,0,11,4,12,2,2,1
101842001,Comquest Academy,101842,Comquest Academy,101,Harris County,04,Houston,7,100,0,100,0,0,0,0,2,1
101845001,Yes Prep-Southeast,101845,Yes Prep Public Schools Inc,101,Harris County,04,Houston,120,95,0,95,106,100,14,14,2,2
101845002,Yes Prep-Southwest,101845,Yes Prep Public Schools Inc,101,Harris County,04,Houston,128,98,123,98,121,120,7,6,2,2
101845003,Yes Prep-East End,101845,Yes Prep Public Schools Inc,101,Harris County,04,Houston,119,99,0,99,98,97,21,21,2,2
101845004,Yes Prep-Gulfton,101845,Yes Prep Public Schools Inc,101,Harris County,04,Houston,134,91,124,91,0,0,0,0,2,2
101845005,Yes Prep-West,101845,Yes Prep Public Schools Inc,101,Harris County,04,Houston,86,95,72,96,78,74,8,8,2,2
101845006,Yes Prep-Brays Oaks,101845,Yes Prep Public Schools Inc,101,Harris County,04,Houston,119,92,103,90,112,106,7,3,2,2
101845007,Yes Prep-Northside,101845,Yes Prep Public Schools Inc,101,Harris County,04,Houston,118,92,0,92,110,101,8,8,2,2
101845008,Yes Prep-5th Ward,101845,Yes Prep Public Schools Inc,101,Harris County,04,Houston,104,95,0,95,99,94,5,5,2,2
101845010,Yes Prep North Forest,101845,Yes Prep Public Schools Inc,101,Harris County,04,Houston,128,91,108,90,115,104,13,13,2,2
101845101,Yes Prep-North Central,101845,Yes Prep Public Schools Inc,101,Harris County,04,Houston,123,98,118,98,0,0,0,0,2,2
101846001,Harmony Science Academy-Houston,101846,Harmony Public Schools-Houston Sou,101,Harris County,04,Houston,139,99,79,98,106,104,33,33,2,1
101846003,Harmony School Of Ingenuity-Housto,101846,Harmony Public Schools-Houston Sou,101,Harris County,04,Houston,132,92,93,89,105,94,27,27,2,1
101858004,Harmony School Of Advancement-Hous,101858,Harmony Public Schools-Houston Nor,101,Harris County,04,Houston,130,99,72,97,83,81,47,47,2,1
101858005,Harmony School Of Discovery-Housto,101858,Harmony Public Schools-Houston Nor,101,Harris County,04,Houston,48,100,29,100,34,34,14,14,2,1
101862002,Harmony School Of Innovation-Sugar,101862,Harmony Public Schools-Houston Wes,101,Harris County,04,Houston,152,97,37,97,88,85,64,62,2,1
101862004,Harmony Science Academy-Beaumont,101862,Harmony Public Schools-Houston Wes,101,Harris County,04,Houston,36,100,14,100,20,20,16,16,2,1
101862005,Harmony School Of Innovation-Katy,101862,Harmony Public Schools-Houston Wes,101,Harris County,04,Houston,66,91,14,79,28,25,38,35,2,1
101868001,The Pro-Vision Academy,101868,The Pro-Vision Academy,101,Harris County,04,Houston,56,84,0,0,39,32,17,15,2,1
101902001,Aldine H S,101902,Aldine ISD,101,Harris County,04,Houston,743,83,675,83,676,565,67,51,2,1
101902002,Carver H S For Applied Tech/Engine,101902,Aldine ISD,101,Harris County,04,Houston,175,96,62,97,148,141,27,27,2,1
101902003,MacArthur H S,101902,Aldine ISD,101,Harris County,04,Houston,864,81,808,81,761,619,103,79,2,1
101902004,Eisenhower H S,101902,Aldine ISD,101,Harris County,04,Houston,625,85,426,88,542,469,83,65,2,1
101902005,Nimitz H S,101902,Aldine ISD,101,Harris County,04,Houston,622,84,307,84,522,442,100,82,2,1
101902008,Victory ECHS,101902,Aldine ISD,101,Harris County,04,Houston,90,99,64,98,75,74,15,15,2,1
101902012,Davis H S Aldine,101902,Aldine ISD,101,Harris County,04,Houston,889,77,548,76,777,597,112,84,2,1
101902013,Hall Success Academy,101902,Aldine ISD,101,Harris County,04,Houston,92,33,42,38,81,26,11,4,2,1
101902108,Lane School,101902,Aldine ISD,101,Harris County,04,Houston,30,3,21,5,23,0,7,1,2,1
101903001,Hastings H S,101903,Alief ISD,101,Harris County,04,Houston,1038,85,568,82,820,710,218,171,2,1
101903002,Elsik H S,101903,Alief ISD,101,Harris County,04,Houston,1010,83,557,80,803,681,207,154,2,1
101903003,Taylor H S,101903,Alief ISD,101,Harris County,04,Houston,748,88,378,84,607,540,141,121,2,1
101903006,Kerr H S,101903,Alief ISD,101,Harris County,04,Houston,186,100,41,100,131,131,55,55,2,1
101903012,Alief ECHS,101903,Alief ISD,101,Harris County,04,Houston,96,100,45,100,86,86,10,10,2,1
101905001,Channelview H S,101905,Channelview ISD,101,Harris County,04,Houston,631,95,504,94,517,490,114,107,2,1
101905005,Endeavor H S-Joe Frank Campbell Le,101905,Channelview ISD,101,Harris County,04,Houston,54,57,38,58,40,25,14,6,2,1
101906001,Crosby H S,101906,Crosby ISD,101,Harris County,04,Houston,398,95,140,92,184,169,214,208,2,1
101906004,Crosby Crossroads Academy,101906,Crosby ISD,101,Harris County,04,Houston,43,79,18,83,28,25,15,9,2,1
101907002,Cy-Fair H S,101907,Cypress-Fairbanks ISD,101,Harris County,04,Houston,824,94,290,93,300,276,524,499,2,1
101907003,Jersey Village H S,101907,Cypress-Fairbanks ISD,101,Harris County,04,Houston,815,92,481,91,477,429,338,322,2,1
101907004,Cypress Creek H S,101907,Cypress-Fairbanks ISD,101,Harris County,04,Houston,864,88,318,86,463,393,401,366,2,1
101907005,Langham Creek H S,101907,Cypress-Fairbanks ISD,101,Harris County,04,Houston,715,90,366,85,345,300,370,342,2,1
101907007,Cypress Falls H S,101907,Cypress-Fairbanks ISD,101,Harris County,04,Houston,763,88,392,86,454,386,309,287,2,1
101907009,Cypress Springs H S,101907,Cypress-Fairbanks ISD,101,Harris County,04,Houston,661,89,349,87,428,373,233,212,2,1
101907010,Cypress Ridge H S,101907,Cypress-Fairbanks ISD,101,Harris County,04,Houston,753,91,447,91,492,437,261,246,2,1
101907011,Cypress Woods H S,101907,Cypress-Fairbanks ISD,101,Harris County,04,Houston,868,97,249,95,186,179,682,666,2,1
101907012,Cypress Ranch H S,101907,Cypress-Fairbanks ISD,101,Harris County,04,Houston,787,98,228,98,185,177,602,591,2,1
101907013,Cypress Lakes H S,101907,Cypress-Fairbanks ISD,101,Harris County,04,Houston,798,88,450,87,508,441,290,263,2,1
101908001,Deer Park H S,101908,Deer Park ISD,101,Harris County,04,Houston,985,89,571,87,275,226,710,653,2,1
101910002,Galena Park H S,101910,Galena Park ISD,101,Harris County,04,Houston,497,92,460,92,443,405,54,52,2,1
101910003,North Shore Senior High,101910,Galena Park ISD,101,Harris County,04,Houston,1189,92,834,92,964,883,225,212,2,1
101911002,Lee H S,101911,Goose Creek CISD,101,Harris County,04,Houston,356,92,253,94,280,266,76,63,2,1
101911003,Sterling H S,101911,Goose Creek CISD,101,Harris County,04,Houston,448,96,249,97,254,241,194,187,2,1
101911005,Peter E Hyland Center,101911,Goose Creek CISD,101,Harris County,04,Houston,208,74,136,79,145,115,63,39,2,1
101911015,Goose Creek Memorial,101911,Goose Creek CISD,101,Harris County,04,Houston,494,95,274,96,299,278,195,190,2,1
101911016,Impact ECHS,101911,Goose Creek CISD,101,Harris County,04,Houston,94,100,76,100,52,52,42,42,2,1
101912001,Austin H S,101912,Houston ISD,101,Harris County,04,Houston,371,89,340,88,354,317,17,12,2,1
101912002,Bellaire H S,101912,Houston ISD,101,Harris County,04,Houston,853,91,332,88,383,333,470,442,2,1
101912003,Northside H S,101912,Houston ISD,101,Harris County,04,Houston,369,84,321,84,334,283,35,27,2,1
101912004,Furr H S,101912,Houston ISD,101,Harris County,04,Houston,282,73,232,71,261,198,21,8,2,1
101912006,Jones Futures Academy,101912,Houston ISD,101,Harris County,04,Houston,91,92,57,91,82,76,9,8,2,1
101912007,Kashmere H S,101912,Houston ISD,101,Harris County,04,Houston,236,67,82,56,222,154,14,4,2,1
101912008,Lamar H S,101912,Houston ISD,101,Harris County,04,Houston,706,93,258,91,345,317,361,340,2,1
101912009,Wisdom H S,101912,Houston ISD,101,Harris County,04,Houston,453,66,332,63,426,286,27,13,2,1
101912010,Madison H S,101912,Houston ISD,101,Harris County,04,Houston,423,78,269,76,343,279,80,49,2,1
101912011,Milby H S,101912,Houston ISD,101,Harris County,04,Houston,539,95,509,95,499,476,40,35,2,1
101912012,Heights H S,101912,Houston ISD,101,Harris County,04,Houston,549,94,421,94,376,352,173,164,2,1
101912013,Community Services-Sec,101912,Houston ISD,101,Harris County,04,Houston,52,2,49,0,28,0,24,1,2,1
101912014,Sterling H S,101912,Houston ISD,101,Harris County,04,Houston,373,84,174,83,335,285,38,28,2,1
101912015,Waltrip H S,101912,Houston ISD,101,Harris County,04,Houston,500,90,397,90,361,326,139,123,2,1
101912016,Washington B T H S,101912,Houston ISD,101,Harris County,04,Houston,178,64,92,59,162,106,16,8,2,1
101912017,Westbury H S,101912,Houston ISD,101,Harris County,04,Houston,602,87,388,88,532,464,70,58,2,1
101912018,Wheatley H S,101912,Houston ISD,101,Harris County,04,Houston,214,71,101,62,204,149,10,2,2,1
101912019,Worthing H S,101912,Houston ISD,101,Harris County,04,Houston,203,82,52,92,194,160,9,7,2,1
101912020,Yates H S,101912,Houston ISD,101,Harris County,04,Houston,227,64,25,52,205,135,22,10,2,1
101912023,Sharpstown H S,101912,Houston ISD,101,Harris County,04,Houston,386,83,280,84,331,279,55,40,2,1
101912024,Scarborough H S,101912,Houston ISD,101,Harris County,04,Houston,188,86,146,90,174,154,14,8,2,1
101912025,Kinder H S For Performing And Visu,101912,Houston ISD,101,Harris County,04,Houston,182,100,46,100,30,30,152,151,2,1
101912026,Debakey H S For Health Prof,101912,Houston ISD,101,Harris County,04,Houston,187,100,65,100,74,74,113,112,2,1
101912027,Chavez H S,101912,Houston ISD,101,Harris County,04,Houston,658,78,552,79,593,470,65,46,2,1
101912034,H S For Law And Justice,101912,Houston ISD,101,Harris County,04,Houston,87,98,64,100,73,71,14,14,2,1
101912036,Westside H S,101912,Houston ISD,101,Harris County,04,Houston,697,88,311,89,393,340,304,271,2,1
101912039,T H Rogers School,101912,Houston ISD,101,Harris County,04,Houston,0,0,0,0,0,0,0,0,2,1
101912059,Long Academy,101912,Houston ISD,101,Harris County,04,Houston,55,100,45,100,0,0,0,0,2,1
101912081,Sharpstown International School,101912,Houston ISD,101,Harris County,04,Houston,136,96,110,96,125,120,11,10,2,1
101912097,HCC Life Skills Program,101912,Houston ISD,101,Harris County,04,Houston,47,0,26,0,24,0,23,0,2,1
101912100,Texas Connections Academy At Houst,101912,Houston ISD,101,Harris County,04,Houston,955,78,259,75,343,253,612,491,2,1
101912301,Eastwood Academy,101912,Houston ISD,101,Harris County,04,Houston,113,99,105,99,86,85,27,27,2,1
101912308,North Houston ECHS,101912,Houston ISD,101,Harris County,04,Houston,109,98,102,98,91,89,18,18,2,1
101912310,Houston Math Science And Technolog,101912,Houston ISD,101,Harris County,04,Houston,650,81,589,83,607,502,43,23,2,1
101912311,Mount Carmel Academy,101912,Houston ISD,101,Harris County,04,Houston,87,97,76,96,69,66,18,18,2,1
101912321,Energized For STEM Academy H S,101912,Houston ISD,101,Harris County,04,Houston,107,98,101,98,102,101,5,4,2,1
101912322,Carnegie Vanguard H S,101912,Houston ISD,101,Harris County,04,Houston,170,96,51,96,49,48,121,115,2,1
101912323,Challenge ECHS,101912,Houston ISD,101,Harris County,04,Houston,114,99,83,99,82,82,32,31,2,1
101912324,Liberty H S,101912,Houston ISD,101,Harris County,04,Houston,129,2,115,1,124,2,5,0,2,1
101912345,East ECHS,101912,Houston ISD,101,Harris County,04,Houston,102,100,97,100,88,88,14,14,2,1
101912348,Houston Academy For International,101912,Houston ISD,101,Harris County,04,Houston,124,100,59,100,85,85,39,39,2,1
101912458,Mickey Leland College Prep Acad Fo,101912,Houston ISD,101,Harris County,04,Houston,47,96,24,96,24,22,23,23,2,2
101912463,Young Women's College Prep Academy,101912,Houston ISD,101,Harris County,04,Houston,33,97,17,94,20,20,13,12,2,2
101912468,Energy Institute H S,101912,Houston ISD,101,Harris County,04,Houston,167,99,76,100,89,89,78,76,2,1
101912477,North Forest H S,101912,Houston ISD,101,Harris County,04,Houston,256,79,115,76,238,190,18,11,2,1
101912484,Middle College H S At HCC Gulfton,101912,Houston ISD,101,Harris County,04,Houston,82,51,65,52,76,41,6,1,2,1
101912485,Middle College H S At HCC Fraga,101912,Houston ISD,101,Harris County,04,Houston,42,95,37,95,37,35,5,5,2,1
101912486,South ECHS,101912,Houston ISD,101,Harris County,04,Houston,104,99,36,97,82,81,22,22,2,1
101913001,Humble H S,101913,Humble ISD,101,Harris County,04,Houston,599,91,323,91,380,351,219,196,2,1
101913002,Kingwood H S,101913,Humble ISD,101,Harris County,04,Houston,677,96,144,97,85,76,592,576,2,1
101913005,Quest ECHS,101913,Humble ISD,101,Harris County,04,Houston,110,100,57,100,37,37,73,73,2,1
101913008,Atascocita H S,101913,Humble ISD,101,Harris County,04,Houston,890,93,302,92,287,251,603,574,2,1
101913013,Kingwood Park H S,101913,Humble ISD,101,Harris County,04,Houston,438,94,122,93,111,98,327,313,2,1
101913014,Summer Creek H S,101913,Humble ISD,101,Harris County,04,Houston,603,94,203,95,236,221,367,343,2,1
101914001,Katy H S,101914,Katy ISD,101,Harris County,04,Houston,808,91,299,87,256,227,552,505,2,1
101914002,Taylor H S,101914,Katy ISD,101,Harris County,04,Houston,758,95,196,92,207,189,551,529,2,1
101914005,Mayde Creek H S,101914,Katy ISD,101,Harris County,04,Houston,721,92,399,93,479,435,242,228,2,1
101914007,Cinco Ranch H S,101914,Katy ISD,101,Harris County,04,Houston,797,96,242,95,178,166,619,600,2,1
101914009,Morton Ranch H S,101914,Katy ISD,101,Harris County,04,Houston,613,90,339,91,378,337,235,216,2,1
101914010,Seven Lakes H S,101914,Katy ISD,101,Harris County,04,Houston,941,97,244,96,133,124,808,792,2,1
101914012,Tompkins H S,101914,Katy ISD,101,Harris County,04,Houston,956,98,240,98,112,105,844,827,2,1
101915001,Klein H S,101915,Klein ISD,101,Harris County,04,Houston,726,94,222,94,278,258,448,427,2,1
101915002,Klein Forest H S,101915,Klein ISD,101,Harris County,04,Houston,879,80,564,80,662,539,217,168,2,1
101915003,Klein Oak H S,101915,Klein ISD,101,Harris County,04,Houston,876,93,317,88,285,256,591,557,2,1
101915004,Klein Collins H S,101915,Klein ISD,101,Harris County,04,Houston,799,95,305,95,291,264,508,495,2,1
101916001,La Porte H S,101916,La Porte ISD,101,Harris County,04,Houston,456,94,246,95,175,162,281,267,2,1
101916002,The Academy Of Viola Dewalt H S,101916,La Porte ISD,101,Harris County,04,Houston,102,81,32,75,53,43,49,40,2,1
101917001,Pasadena H S,101917,Pasadena ISD,101,Harris County,04,Houston,539,86,514,86,417,360,122,102,2,1
101917002,Sam Rayburn H S,101917,Pasadena ISD,101,Harris County,04,Houston,659,88,605,89,494,436,165,146,2,1
101917003,South Houston H S,101917,Pasadena ISD,101,Harris County,04,Houston,566,89,491,91,442,390,124,112,2,1
101917004,Dobie H S,101917,Pasadena ISD,101,Harris County,04,Houston,997,90,634,89,593,527,404,366,2,1
101917013,Pasadena Memorial H S,101917,Pasadena ISD,101,Harris County,04,Houston,797,91,635,91,475,431,322,297,2,1
101919001,Spring H S,101919,Spring ISD,101,Harris County,04,Houston,747,88,335,86,534,469,213,185,2,1
101919002,Westfield H S,101919,Spring ISD,101,Harris County,04,Houston,770,80,363,80,632,532,138,84,2,1
101919003,Andy Dekaney H S,101919,Spring ISD,101,Harris County,04,Houston,544,73,227,73,454,352,90,46,2,1
101919018,Carl Wunsche Sr H S,101919,Spring ISD,101,Harris County,04,Houston,307,100,178,100,221,221,86,86,2,1
101919021,Spring Early College Academy,101919,Spring ISD,101,Harris County,04,Houston,106,100,53,100,63,63,43,43,2,1
101919022,Richey Academy,101919,Spring ISD,101,Harris County,04,Houston,0,0,0,NA,0,0,0,0,2,1
101920001,Memorial H S,101920,Spring Branch ISD,101,Harris County,04,Houston,687,97,141,93,91,81,596,582,2,1
101920003,Spring Woods H S,101920,Spring Branch ISD,101,Harris County,04,Houston,527,91,443,91,461,427,66,53,2,1
101920005,Northbrook H S,101920,Spring Branch ISD,101,Harris County,04,Houston,646,83,583,84,516,423,130,110,2,1
101920006,Stratford H S,101920,Spring Branch ISD,101,Harris County,04,Houston,550,94,155,91,143,124,407,393,2,1
101920014,Westchester Academy For Internatio,101920,Spring Branch ISD,101,Harris County,04,Houston,128,98,81,99,59,59,69,67,2,1
101921001,Tomball H S,101921,Tomball ISD,101,Harris County,04,Houston,550,94,191,94,158,138,392,378,2,1
101921002,Tomball Memorial H S,101921,Tomball ISD,101,Harris County,04,Houston,591,98,164,96,97,91,494,488,2,1
101924001,C E King H S,101924,Sheldon ISD,101,Harris County,04,Houston,590,92,391,93,450,411,140,134,2,1
101924012,Kase Academy,101924,Sheldon ISD,101,Harris County,04,Houston,98,83,61,84,65,58,33,23,2,1
101925001,Hargrave H S,101925,Huffman ISD,101,Harris County,04,Houston,234,98,59,98,111,108,123,122,2,1
102902001,Marshall H S,102902,Marshall ISD,102,Harrison County,07,Kilgore,309,85,116,88,161,133,148,129,1,1
102903002,Waskom H S,102903,Waskom ISD,102,Harrison County,07,Kilgore,60,100,15,100,35,35,25,25,1,1
102904002,Hallsville H S,102904,Hallsville ISD,102,Harrison County,07,Kilgore,324,98,42,95,127,120,197,196,1,1
102905001,Harleton H S,102905,Harleton ISD,102,Harrison County,07,Kilgore,65,100,7,100,26,26,39,39,1,1
102906001,Elysian Fields H S,102906,Elysian Fields ISD,102,Harrison County,07,Kilgore,67,99,0,0,22,22,45,44,1,1
103901001,Channing School,103901,Channing ISD,103,Hartley County,16,Amarillo,7,100,0,0,0,0,0,0,1,1
103902001,Hartley School,103902,Hartley ISD,103,Hartley County,16,Amarillo,15,100,7,100,6,6,9,9,1,1
104901001,Haskell H S,104901,Haskell CISD,104,Haskell County,14,Abilene,45,93,14,93,18,15,27,27,1,1
104903001,Rule School,104903,Rule ISD,104,Haskell County,14,Abilene,7,100,0,0,7,7,0,0,1,1
104907001,Paint Creek School,104907,Paint Creek ISD,104,Haskell County,14,Abilene,6,100,0,0,0,0,0,0,1,1
105801001,Katherine Anne Porter School,105801,Katherine Anne Porter School,105,Hays County,13,Austin,39,67,0,80,10,4,29,22,2,1
105803001,Ki Charter Academy,105803,Ki Charter Academy,105,Hays County,13,Austin,10,20,0,NA,10,2,0,0,2,1
105902001,San Marcos H S,105902,San Marcos CISD,105,Hays County,13,Austin,567,79,405,76,390,285,177,162,2,1
105904001,Dripping Springs H S,105904,Dripping Springs ISD,105,Hays County,13,Austin,509,98,111,96,40,38,469,459,2,1
105905001,Wimberley H S,105905,Wimberley ISD,105,Hays County,13,Austin,178,96,46,98,32,29,146,141,2,1
105906001,Jack C Hays H S,105906,Hays CISD,105,Hays County,13,Austin,703,94,385,94,216,192,487,471,2,1
105906004,Live Oak Academy,105906,Hays CISD,105,Hays County,13,Austin,228,78,176,74,120,87,108,91,2,1
105906005,Lehman H S,105906,Hays CISD,105,Hays County,13,Austin,558,89,444,88,263,222,295,274,2,1
106901001,Canadian H S,106901,Canadian ISD,106,Hemphill County,16,Amarillo,68,99,29,97,28,28,40,39,1,1
107901001,Athens H S,107901,Athens ISD,107,Henderson County,10,Richardson,211,92,103,92,147,133,64,62,1,1
107902001,Brownsboro H S,107902,Brownsboro ISD,107,Henderson County,07,Kilgore,167,98,29,97,61,61,106,103,1,1
107904001,Cross Roads H S,107904,Cross Roads ISD,107,Henderson County,07,Kilgore,28,100,0,0,14,14,14,14,1,1
107905001,Eustace H S,107905,Eustace ISD,107,Henderson County,07,Kilgore,123,97,22,96,77,73,46,46,1,1
107906001,Malakoff H S,107906,Malakoff ISD,107,Henderson County,07,Kilgore,84,96,16,100,49,48,35,33,1,1
107907001,Trinidad School,107907,Trinidad ISD,107,Henderson County,07,Kilgore,9,89,0,NA,0,0,0,0,1,1
107910001,Lapoynor H S,107910,Lapoynor ISD,107,Henderson County,07,Kilgore,22,100,0,0,11,11,11,11,1,1
